CustomerID,CustomerName,Email,Phone,Address,Segment,ProductID,ProductName,Category,PurchaseAmount,PurchaseDate
446,Nicole Lam,ana12@example.org,115-611-5885,"78827 Martinez Vista, Lisaberg, AZ 21658",Tech Enthusiast,42,Evidence Automotive,Automotive,188.5,2023-01-03
183,Sarah Ramos,bhall@example.net,043-455-9845,"PSC 6700, Box 9195, APO AP 78012",Fashion Lover,34,Fire Grocery,Grocery,115.55,2023-12-31
449,Cindy Arnold,christine11@example.net,725-807-3791,"44351 Walker Village Suite 372, Lake Carlos, RI 86307",Tech Enthusiast,14,Threat Electronics,Electronics,485.85,2023-11-13
425,Daniel Reyes,gabriela94@example.org,517-370-4302,"00274 Schmidt Pine Apt. 355, North Daniellebury, NE 97437",General Shopper,33,Ability Beauty,Health & Beauty,197.59,2023-02-01
18,Matthew Barton,cookkathryn@example.com,794-383-2419,"4383 Hoffman Neck, North Kevinfort, LA 75727",Bargain Hunter,34,Fire Grocery,Grocery,26.56,2024-01-05
238,Casey Gibson,swilliams@example.org,187-732-8619,"553 Donald Greens, Port Jacob, OK 66377",Bargain Hunter,29,Difficult Books,Books,8.5,2023-04-03
459,Jennifer Jacobs,qwilson@example.net,156-324-3240,"55420 Knapp Mountains, Michaelfort, DC 60196",Bargain Hunter,34,Fire Grocery,Grocery,16.34,2024-07-01
46,Shane Smith,austinbennett@example.net,078-360-9899,"6810 Jason Stravenue Apt. 445, Powersfurt, AK 83374",Tech Enthusiast,24,Day Supplies,Pet Supplies,118.57,2023-06-05
465,Brandon Morales,xmaynard@example.com,653-559-3789,"4382 Laura Summit Apt. 053, Yoderbury, IA 89295",Fashion Lover,35,Gas Books,Books,49.16,2023-11-24
181,Heather Cochran,hopkinsamber@example.com,723-846-0188,"953 Brent Motorway, Josephborough, MI 19228",General Shopper,42,Evidence Automotive,Automotive,184.65,2023-05-26
393,Daniel Garrett,tuckeralexandra@example.org,680-251-1506,"16401 Michael Hollow Apt. 994, Patriciaside, HI 39818",General Shopper,24,Day Supplies,Pet Supplies,75.5,2024-06-19
154,Nathan Williams,stacey62@example.org,013-176-1650,"0265 Smith Passage, Alexandershire, NM 76296",Bargain Hunter,13,Claim Supplies,Pet Supplies,42.51,2023-02-06
158,Julie Koch,david64@example.org,517-642-8706,"068 Sherry Squares Suite 856, Ryanville, MT 25651",General Shopper,26,Way Electronics,Electronics,175.89,2024-03-19
152,Jennifer Cook,jasonaguirre@example.net,411-100-1374,"704 Dawn Mission, Haileyborough, OH 83833",Bargain Hunter,32,Until Kitchen,Home & Kitchen,37.17,2023-10-06
341,Samantha Adams,afriedman@example.net,951-452-1012,"87107 Charles River Apt. 018, Robinsonport, AL 70678",Fashion Lover,32,Until Kitchen,Home & Kitchen,91.19,2023-08-09
303,Donna Adams,simmonsraymond@example.org,945-136-8100,"USS Phillips, FPO AE 13594",Fashion Lover,2,Family Supplies,Pet Supplies,228.69,2023-09-08
172,Debra Daugherty,troykelley@example.org,337-208-3513,"7707 Copeland Plains, East Samantha, SC 59821",General Shopper,34,Fire Grocery,Grocery,39.47,2024-11-11
289,Sonya Ellison,duranbrittany@example.com,009-267-4606,"27886 Cindy Corner Apt. 599, Seanport, OH 06470",General Shopper,18,Improve Beauty,Health & Beauty,53.72,2023-02-12
164,Dorothy Arnold,ashleybaldwin@example.org,413-826-8231,"95182 Norman Port Apt. 183, Cohenview, DC 86569",Bargain Hunter,23,Very Kitchen,Home & Kitchen,29.84,2023-03-10
109,Katherine Owen,fitzpatrickfrancisco@example.com,033-084-4097,"USNS Woods, FPO AE 16412",Tech Enthusiast,34,Fire Grocery,Grocery,239.07,2023-02-27
149,John Snow,zanderson@example.com,362-596-2394,"722 Norris Fort Apt. 138, Hodgeston, HI 13585",General Shopper,32,Until Kitchen,Home & Kitchen,23.93,2023-09-16
151,Kevin Luna,thomaszimmerman@example.com,263-478-5941,"163 Chandler Garden, West Jenniferport, PR 10201",Tech Enthusiast,16,Though Outdoors,Sports & Outdoors,188.72,2023-04-17
424,Mrs. Kimberly Walton,petermorris@example.com,347-445-3213,"810 Rhonda Street Suite 590, West Faithmouth, UT 28435",Bargain Hunter,23,Very Kitchen,Home & Kitchen,46.8,2023-03-14
138,Daniel King,garciashannon@example.org,749-131-0145,"071 Michelle Alley Suite 376, Woodardtown, WA 52116",Bargain Hunter,32,Until Kitchen,Home & Kitchen,41.8,2024-10-22
270,Eric Pacheco,william39@example.org,596-724-2471,"82234 Darlene Track, Lake Gerald, WV 92629",Tech Enthusiast,45,Right Electronics,Electronics,92.67,2024-10-30
454,Robert Jensen,zweaver@example.net,324-503-4877,"01440 Robert Pines Apt. 327, Jenningsport, PR 01788",Fashion Lover,26,Way Electronics,Electronics,284.55,2024-06-26
466,Michael Montgomery,jason88@example.net,141-312-5217,"53409 Walton Islands Suite 127, East Natalieton, NV 64274",Tech Enthusiast,14,Threat Electronics,Electronics,472.14,2024-06-06
375,Molly Tran,smithkaren@example.net,898-500-8715,"080 Bryan Garden Apt. 904, West Andrew, ID 28181",Tech Enthusiast,40,Thousand Automotive,Automotive,247.75,2023-09-23
493,Angie Wright,barrydrew@example.com,024-873-1036,"590 Austin Knoll, Katherinetown, CT 65758",General Shopper,43,Remain Electronics,Electronics,62.98,2024-04-18
345,Scott Zuniga,kevinhill@example.org,677-818-4272,"71161 Daniel Well, South Jamesstad, MA 72477",General Shopper,10,Despite Outdoors,Sports & Outdoors,181.29,2023-08-29
361,John Patterson,nkidd@example.com,880-365-9012,"723 Sarah Fields, North Ariel, LA 93358",Tech Enthusiast,3,Compare Beauty,Health & Beauty,167.7,2024-08-10
175,Joanne Mitchell,ylynch@example.org,072-514-2365,"86834 Porter Gardens, Emilyport, HI 12726",Fashion Lover,17,Game Automotive,Automotive,104.35,2024-05-10
322,Dustin Owen,megan89@example.net,869-229-2792,"18888 Sullivan Mountain, Nathanielmouth, SD 26578",Tech Enthusiast,14,Threat Electronics,Electronics,246.45,2023-03-19
205,Zachary Gill,floresrandy@example.com,613-539-2236,"70519 Hill Junctions Apt. 288, Port Brendamouth, AS 69813",General Shopper,30,Fast Beauty,Health & Beauty,84.63,2023-10-20
218,Sabrina Wilson,loganjared@example.net,248-074-8130,"62009 Silva Causeway, Lopezton, IA 09333",Fashion Lover,25,Shoulder Beauty,Health & Beauty,108.83,2024-01-26
406,Denise Cannon,mauricelane@example.org,280-535-8023,"5622 Dixon Plains, Lake Robertmouth, GU 94034",Fashion Lover,11,Shoulder Clothing,Clothing,84.78,2023-03-01
261,Jason Salazar,susan65@example.net,673-992-5393,"50798 Carter Underpass, Georgeberg, MA 24083",General Shopper,39,Author Outdoors,Sports & Outdoors,196.59,2024-07-05
170,Matthew Gonzalez,sprice@example.com,899-255-8466,"11523 Miller Rue Suite 774, Travismouth, MP 54265",Fashion Lover,41,Such Clothing,Clothing,292.7,2023-05-24
266,Christopher Butler,armstrongclayton@example.com,519-096-3881,"254 Mitchell Haven, West Vicki, IN 13511",Bargain Hunter,31,Market Games,Toys & Games,32.39,2024-05-08
255,Sarah Rosario,tracy14@example.net,504-557-4914,"1448 Camacho Keys, Macdonaldside, AL 92376",Fashion Lover,1,Image Automotive,Automotive,203.21,2023-04-06
166,Jessica Martinez,piercejessica@example.com,144-995-7364,"399 Ashley Club Apt. 264, Warnerland, ND 62165",Fashion Lover,44,Better Automotive,Automotive,64.36,2023-05-23
355,Amber Thomas,barnesrobin@example.net,834-524-7925,"774 Leonard Station, West Kelly, MN 03416",General Shopper,23,Very Kitchen,Home & Kitchen,97.92,2023-05-03
164,Dorothy Arnold,ashleybaldwin@example.org,413-826-8231,"95182 Norman Port Apt. 183, Cohenview, DC 86569",Bargain Hunter,5,Stay Clothing,Clothing,10.2,2023-06-27
69,Victoria Lopez,sbailey@example.org,428-454-8783,"43379 Newman Estate Suite 297, Lake Kathy, AL 05112",Fashion Lover,11,Shoulder Clothing,Clothing,203.41,2023-12-04
431,Lisa Anderson,loribeasley@example.com,692-911-4180,"PSC 4130, Box 2236, APO AP 70107",General Shopper,34,Fire Grocery,Grocery,102.54,2024-08-03
368,Brenda Morton,alexandernicole@example.net,518-363-2777,"376 David Inlet, North Anthonyfort, AL 50877",General Shopper,22,Plan Beauty,Health & Beauty,63.54,2023-04-19
285,Rebecca Tucker,dianawoods@example.com,366-384-3199,"Unit 6559 Box 6457, DPO AA 52064",Bargain Hunter,14,Threat Electronics,Electronics,27.93,2024-02-09
476,Jeffery Moore,jay49@example.net,893-315-6331,"PSC 1290, Box 3514, APO AA 36469",Tech Enthusiast,14,Threat Electronics,Electronics,442.67,2023-03-03
433,Crystal Black,lucasramirez@example.net,289-976-9856,"91149 Robert Row Suite 802, Kellyburgh, CO 93847",Tech Enthusiast,23,Very Kitchen,Home & Kitchen,491.11,2023-02-12
13,Jennifer Duncan,kevin89@example.org,733-110-3172,"9093 Owen Meadow Apt. 981, Hallborough, ME 48640",Bargain Hunter,34,Fire Grocery,Grocery,13.7,2023-01-12
239,Kevin Gutierrez,fredjones@example.com,797-410-4220,"127 Stevens Walks, Tinafort, WI 95826",General Shopper,48,Huge Books,Books,155.64,2024-11-10
332,Heather Murphy,fernandezvictoria@example.com,221-723-7414,"42976 Doris Trail Apt. 852, South Jessica, NY 52794",General Shopper,7,High Automotive,Automotive,25.28,2023-12-04
37,Terri Medina,sfuller@example.net,427-125-9775,"170 Walsh Landing Apt. 512, Colemantown, PR 49232",Bargain Hunter,23,Very Kitchen,Home & Kitchen,35.17,2023-03-24
263,Zachary Smith,fware@example.net,590-174-4662,"00992 Wilson Circle Apt. 148, Maxwellfurt, PR 52892",Bargain Hunter,41,Such Clothing,Clothing,13.04,2024-09-03
224,Rebekah Perez,jessepowell@example.net,676-195-5722,"177 Maldonado Points Apt. 269, Port Destinyport, NV 52406",Tech Enthusiast,5,Stay Clothing,Clothing,106.99,2023-12-11
78,Briana Miller,jordan76@example.org,489-568-8503,"8969 Anderson Lights Suite 212, Parkerberg, PA 42286",Bargain Hunter,34,Fire Grocery,Grocery,32.1,2023-10-04
441,Dawn Shaffer,devinburnett@example.org,022-576-6484,"6676 Melinda Crossroad, North Johnmouth, OR 48702",Bargain Hunter,29,Difficult Books,Books,46.64,2023-03-02
482,Anne Reynolds,brooksphillip@example.org,266-339-3020,"5210 Myers Mills Suite 542, East Tony, GA 89927",Tech Enthusiast,23,Very Kitchen,Home & Kitchen,239.81,2023-04-02
10,Stephanie Rivas,martinezkristin@example.org,715-752-8804,"7229 Patel Club, Port Amy, VA 30522",Bargain Hunter,42,Evidence Automotive,Automotive,8.27,2023-11-21
435,Jason Reeves,cmarshall@example.org,061-971-2140,"1270 Catherine Avenue, Taylorview, PA 84216",Tech Enthusiast,26,Way Electronics,Electronics,169.03,2023-08-29
129,Jim Cruz,travishernandez@example.com,219-830-3668,"4862 Coleman Mountain, Davidtown, OK 16442",Bargain Hunter,5,Stay Clothing,Clothing,17.35,2023-11-07
203,Maxwell Moss,amberdavis@example.com,553-904-4000,"5281 Webb Terrace, East Tiffany, CO 97332",Tech Enthusiast,9,Tonight Books,Books,103.08,2024-04-05
277,Michelle Galvan,williamsbonnie@example.com,990-424-6757,"077 Faith Ways Apt. 387, North Markmouth, GA 76896",Fashion Lover,11,Shoulder Clothing,Clothing,203.81,2023-11-01
70,Amy Roman,vcurtis@example.com,773-303-4294,"Unit 0664 Box 4882, DPO AA 43005",Fashion Lover,41,Such Clothing,Clothing,150.99,2023-06-21
93,Brenda Montgomery,manningtonya@example.org,348-183-2577,"578 Melinda Lodge, Kimberg, MO 25563",Bargain Hunter,41,Such Clothing,Clothing,12.95,2024-11-17
414,David Rodgers,boothemily@example.net,555-811-7686,"00709 Mark Heights, Stephanieshire, NY 67468",Tech Enthusiast,19,Economic Games,Toys & Games,290.94,2024-03-14
483,David Simpson,christineflores@example.net,520-834-4773,"734 Meza Skyway, Ashleystad, ME 55267",Tech Enthusiast,32,Until Kitchen,Home & Kitchen,389.64,2023-01-24
237,Sarah Olson,mitchelllisa@example.com,605-046-5078,"08266 Samantha Mountain Apt. 485, New Taramouth, AZ 90961",General Shopper,23,Very Kitchen,Home & Kitchen,63.18,2024-03-21
256,Debbie Frazier,malik65@example.org,142-664-0981,"1695 David Manors Suite 821, North Cindymouth, WY 22803",Fashion Lover,26,Way Electronics,Electronics,142.37,2024-11-14
54,Tanner Goodman,billy76@example.net,150-130-0929,"8129 Thomas Squares, Brettstad, FM 28703",General Shopper,37,Building Games,Toys & Games,112.89,2024-05-25
450,Jennifer Hamilton DVM,john88@example.org,668-330-0571,"987 Jason Hollow Suite 174, Hudsontown, RI 68153",Fashion Lover,8,Yes Beauty,Health & Beauty,100.19,2024-03-29
5,Dana Mendez MD,kmiller@example.com,517-458-9167,"0599 Gonzalez Avenue, North Ericburgh, TX 67574",Bargain Hunter,34,Fire Grocery,Grocery,8.6,2023-03-18
224,Rebekah Perez,jessepowell@example.net,676-195-5722,"177 Maldonado Points Apt. 269, Port Destinyport, NV 52406",Tech Enthusiast,46,Site Games,Toys & Games,454.27,2023-04-03
224,Rebekah Perez,jessepowell@example.net,676-195-5722,"177 Maldonado Points Apt. 269, Port Destinyport, NV 52406",Tech Enthusiast,16,Though Outdoors,Sports & Outdoors,348.78,2024-07-04
226,Nichole Coleman,kelly07@example.org,470-747-0182,"573 Herrera Flats, Barbaraborough, PA 54523",Bargain Hunter,5,Stay Clothing,Clothing,37.45,2023-07-19
403,Cindy Martin,yangkimberly@example.org,851-043-4507,"4650 Chambers Neck Apt. 850, West Willie, NM 94841",General Shopper,25,Shoulder Beauty,Health & Beauty,169.58,2023-07-12
439,Daniel Perry,ogibbs@example.org,915-114-8323,"4415 Maria Lights, Timothyview, LA 49458",Bargain Hunter,35,Gas Books,Books,35.62,2023-01-15
292,James Harrison,jonesthomas@example.com,021-192-1872,"323 Amy Falls, West Amberhaven, TX 31466",Bargain Hunter,32,Until Kitchen,Home & Kitchen,27.4,2024-07-28
9,Leah Walker,zpotter@example.org,267-504-1282,"71968 Floyd Junctions Apt. 039, Erikaville, OH 51245",Bargain Hunter,32,Until Kitchen,Home & Kitchen,49.77,2024-02-27
240,Monica Powell,danielhaynes@example.net,606-530-6926,"357 Amy Drives Suite 221, West Stephanie, WY 93428",General Shopper,49,Leg Books,Books,150.83,2024-10-18
372,Fred Kirby,jakefisher@example.org,527-316-6787,"21890 Faith Court, Lake Stanley, VI 62877",Fashion Lover,11,Shoulder Clothing,Clothing,183.78,2024-08-12
204,Isaac French,douglas10@example.net,811-289-6121,"Unit 4803 Box 8013, DPO AE 81770",General Shopper,5,Stay Clothing,Clothing,164.4,2024-12-21
475,Deanna Duke,bradmartinez@example.org,379-942-1669,"2632 Williams Ferry Suite 557, Cowanview, NV 65721",General Shopper,37,Building Games,Toys & Games,120.51,2023-01-06
223,Gregg Johnson,chavezsarah@example.com,034-796-6624,"075 Jackson Stravenue Suite 725, Audreystad, SD 56503",Bargain Hunter,29,Difficult Books,Books,27.31,2023-06-08
278,William Thomas,millermisty@example.net,946-825-4318,"42194 Linda Trace, Smithside, GU 75101",Tech Enthusiast,26,Way Electronics,Electronics,432.97,2023-05-19
90,Elizabeth Shepard,gpeterson@example.net,132-131-9066,"291 Donald Spur Suite 103, South Alyssamouth, AL 02832",Bargain Hunter,34,Fire Grocery,Grocery,48.19,2023-02-12
439,Daniel Perry,ogibbs@example.org,915-114-8323,"4415 Maria Lights, Timothyview, LA 49458",Bargain Hunter,18,Improve Beauty,Health & Beauty,19.12,2023-08-24
450,Jennifer Hamilton DVM,john88@example.org,668-330-0571,"987 Jason Hollow Suite 174, Hudsontown, RI 68153",Fashion Lover,34,Fire Grocery,Grocery,214.82,2023-05-22
290,Lindsay Jenkins,higginsrobert@example.net,679-387-9931,"437 Collins Springs, Aaronside, KY 41312",General Shopper,20,Situation Outdoors,Sports & Outdoors,82.26,2024-05-24
121,Jose White,meganhart@example.net,878-597-6672,"812 Ramos Isle, Lake Russell, VA 77578",General Shopper,43,Remain Electronics,Electronics,135.44,2023-08-31
124,Charles Bush,tara14@example.com,561-143-1532,"5123 Gonzalez Hills Apt. 184, New Bradley, NY 98179",Tech Enthusiast,14,Threat Electronics,Electronics,425.23,2024-11-27
111,Andrew Gay,uabbott@example.com,513-960-4198,"35590 Jonathan Plains Suite 216, Lake Melissa, SD 85831",Bargain Hunter,41,Such Clothing,Clothing,44.98,2024-02-08
482,Anne Reynolds,brooksphillip@example.org,266-339-3020,"5210 Myers Mills Suite 542, East Tony, GA 89927",Tech Enthusiast,45,Right Electronics,Electronics,353.82,2024-09-22
204,Isaac French,douglas10@example.net,811-289-6121,"Unit 4803 Box 8013, DPO AE 81770",General Shopper,30,Fast Beauty,Health & Beauty,42.59,2023-09-14
275,Peter Dixon,jamiepeterson@example.com,281-240-3753,"97282 Ramsey Fords Apt. 909, Johnsonshire, NY 96459",Tech Enthusiast,46,Site Games,Toys & Games,204.02,2024-05-07
333,Sharon Cook,edwardrichards@example.net,677-714-1063,"73545 Jimenez Plaza, Ashleyshire, PR 07150",Tech Enthusiast,11,Shoulder Clothing,Clothing,163.99,2023-03-04
170,Matthew Gonzalez,sprice@example.com,899-255-8466,"11523 Miller Rue Suite 774, Travismouth, MP 54265",Fashion Lover,45,Right Electronics,Electronics,55.84,2023-03-26
389,Heather Larson,zlynch@example.org,143-122-6109,"0839 Edward Green, Lake Sheliabury, MP 08054",Bargain Hunter,34,Fire Grocery,Grocery,8.62,2023-04-13
461,Jo Collier,smithmatthew@example.org,974-658-8497,"3973 Krystal Crossroad, Lake Shelly, GU 22773",Bargain Hunter,11,Shoulder Clothing,Clothing,18.37,2024-08-17
27,Jennifer Castro,joneslaura@example.net,062-343-4907,"4507 Lisa Keys Apt. 048, Scottbury, NC 18360",Bargain Hunter,25,Shoulder Beauty,Health & Beauty,28.33,2023-08-09
297,Michaela Taylor,brianna67@example.org,706-403-1256,"41399 Martinez Trafficway Suite 531, East Crystalton, AR 31103",Fashion Lover,20,Situation Outdoors,Sports & Outdoors,190.3,2024-09-30
44,Laura Williamson,matthew18@example.org,776-089-0375,"6568 Patterson Lock, Heatherland, KS 72352",Fashion Lover,5,Stay Clothing,Clothing,80.68,2024-04-02
321,Kathy Mckinney,icox@example.com,944-383-0239,"74121 Christina Mountains Suite 405, Rogerberg, AZ 41005",Tech Enthusiast,34,Fire Grocery,Grocery,339.66,2024-08-07
289,Sonya Ellison,duranbrittany@example.com,009-267-4606,"27886 Cindy Corner Apt. 599, Seanport, OH 06470",General Shopper,31,Market Games,Toys & Games,115.83,2024-12-21
106,Beverly Hernandez,peterbishop@example.org,400-346-0454,"654 Campbell Circle Apt. 998, Dayburgh, FM 74769",Bargain Hunter,17,Game Automotive,Automotive,36.24,2023-10-18
44,Laura Williamson,matthew18@example.org,776-089-0375,"6568 Patterson Lock, Heatherland, KS 72352",Fashion Lover,18,Improve Beauty,Health & Beauty,274.31,2023-08-14
268,Evelyn Monroe,sharon26@example.com,762-879-6387,"5910 Devin Mall Apt. 956, South Loriborough, TX 56095",General Shopper,21,Any Books,Books,141.7,2024-11-20
73,Thomas Woodward,cookjeffrey@example.com,353-166-9648,"93475 Sarah Ports, Lake Manuel, WA 52285",General Shopper,28,Special Supplies,Pet Supplies,53.5,2023-02-15
474,Kevin Barnes,jon05@example.net,557-060-3977,"Unit 2997 Box 1262, DPO AA 03889",Tech Enthusiast,41,Such Clothing,Clothing,154.39,2024-12-04
306,Lisa Rivera,tcooper@example.org,589-838-4298,"3417 Nicholas Unions, Robinberg, FM 94020",Fashion Lover,11,Shoulder Clothing,Clothing,52.35,2023-06-04
7,John Richard,rflowers@example.org,402-986-7785,"994 Devin Ridge, Port Albertborough, NV 73481",General Shopper,2,Family Supplies,Pet Supplies,103.33,2024-08-11
275,Peter Dixon,jamiepeterson@example.com,281-240-3753,"97282 Ramsey Fords Apt. 909, Johnsonshire, NY 96459",Tech Enthusiast,3,Compare Beauty,Health & Beauty,218.21,2024-08-06
239,Kevin Gutierrez,fredjones@example.com,797-410-4220,"127 Stevens Walks, Tinafort, WI 95826",General Shopper,8,Yes Beauty,Health & Beauty,71.53,2023-02-23
421,Maria Castro,bishoplori@example.org,310-338-6538,"22178 Amanda Trail Suite 182, Williamsmouth, AS 70977",Bargain Hunter,11,Shoulder Clothing,Clothing,21.22,2023-07-13
196,William Farrell,brian26@example.net,554-569-4763,"59162 Shawn Bridge Apt. 431, North Heather, AS 45567",General Shopper,7,High Automotive,Automotive,51.86,2023-09-06
319,Cynthia Clark,roger40@example.net,242-585-3809,"192 Chavez Shoal Suite 337, Chadmouth, MN 25393",Tech Enthusiast,36,Effect Outdoors,Sports & Outdoors,462.93,2024-11-24
133,Kenneth Jimenez,christinarice@example.org,788-184-6895,"60138 Clark Plains, East Jessicaside, VT 73894",General Shopper,35,Gas Books,Books,37.24,2024-05-07
7,John Richard,rflowers@example.org,402-986-7785,"994 Devin Ridge, Port Albertborough, NV 73481",General Shopper,23,Very Kitchen,Home & Kitchen,42.41,2023-07-10
475,Deanna Duke,bradmartinez@example.org,379-942-1669,"2632 Williams Ferry Suite 557, Cowanview, NV 65721",General Shopper,50,Dream Games,Toys & Games,173.91,2023-03-10
313,Adam Washington,kwilliams@example.org,347-833-6250,"8914 Gallagher Mall, New Travis, TN 89733",Fashion Lover,5,Stay Clothing,Clothing,212.17,2024-12-19
227,Samantha Nguyen,rwatkins@example.org,575-613-2470,"3755 Mann Square, Jensenville, VI 84290",Tech Enthusiast,22,Plan Beauty,Health & Beauty,85.18,2023-02-23
346,Michael Sanchez,debraharris@example.com,438-549-0598,"564 Janet Place Suite 919, North Jasonberg, MP 32636",Fashion Lover,41,Such Clothing,Clothing,112.95,2024-10-03
30,Michele Rivera,haley12@example.net,297-145-1503,"62485 Mark Union Suite 010, Loweryfort, KS 50935",General Shopper,27,Protect Supplies,Pet Supplies,67.1,2023-10-26
199,Terry Grimes,mwest@example.com,157-939-3003,"5893 Boyd Circles, South Eddieside, CO 76875",Fashion Lover,33,Ability Beauty,Health & Beauty,290.29,2023-03-06
495,Douglas Byrd,jacobjohnson@example.net,615-289-8820,"653 Tony Roads, Barberland, MS 87569",Bargain Hunter,15,Wide Supplies,Pet Supplies,41.17,2024-01-27
288,Joshua Williams,steve19@example.net,571-719-1793,"25077 John Drive Apt. 381, Smithberg, TN 66335",General Shopper,15,Wide Supplies,Pet Supplies,91.85,2024-11-05
450,Jennifer Hamilton DVM,john88@example.org,668-330-0571,"987 Jason Hollow Suite 174, Hudsontown, RI 68153",Fashion Lover,29,Difficult Books,Books,182.19,2024-09-05
288,Joshua Williams,steve19@example.net,571-719-1793,"25077 John Drive Apt. 381, Smithberg, TN 66335",General Shopper,29,Difficult Books,Books,155.92,2023-06-01
237,Sarah Olson,mitchelllisa@example.com,605-046-5078,"08266 Samantha Mountain Apt. 485, New Taramouth, AZ 90961",General Shopper,46,Site Games,Toys & Games,65.46,2023-06-15
208,Brandon Maldonado,huffmanstephen@example.com,292-436-9017,"47434 Jeremy Coves Apt. 446, South Tina, GA 80701",Bargain Hunter,41,Such Clothing,Clothing,27.69,2023-07-08
66,Kathy Reid,angela27@example.com,564-764-0307,"5803 Schmidt Court Apt. 100, North Josephburgh, NV 99775",General Shopper,41,Such Clothing,Clothing,138.46,2023-03-02
230,Raven Lee,moranrobert@example.com,852-985-7778,"646 Michael Shore Apt. 595, West Andrewville, ID 43086",Bargain Hunter,26,Way Electronics,Electronics,22.23,2024-09-18
322,Dustin Owen,megan89@example.net,869-229-2792,"18888 Sullivan Mountain, Nathanielmouth, SD 26578",Tech Enthusiast,2,Family Supplies,Pet Supplies,353.35,2024-07-18
216,John Thomas,phardin@example.net,352-577-6748,"308 Matthew Canyon, East Alexandra, IA 29705",Fashion Lover,49,Leg Books,Books,127.96,2023-02-01
83,Deborah Guerrero,cummingssandra@example.org,356-819-5529,"972 Sarah Fields, Jeffreytown, OH 70235",Tech Enthusiast,27,Protect Supplies,Pet Supplies,221.63,2024-02-26
107,Sara Ruiz,angel24@example.org,948-531-0455,"813 Martinez Mission, West Austinberg, AK 40250",General Shopper,26,Way Electronics,Electronics,71.62,2024-02-02
148,Jonathan French,linda73@example.net,690-176-6187,"4450 Anthony Turnpike, North Maryshire, MH 77749",General Shopper,2,Family Supplies,Pet Supplies,34.73,2024-04-16
320,Hailey Melton,nguyencarol@example.net,419-766-6310,"45557 David Trace Apt. 932, West Karinahaven, NC 32118",Fashion Lover,44,Better Automotive,Automotive,155.94,2023-08-19
39,Gregory Mullins,krista27@example.net,427-561-3084,"58222 Walter Garden Apt. 814, West Gregory, TN 17747",Bargain Hunter,24,Day Supplies,Pet Supplies,23.18,2024-08-20
277,Michelle Galvan,williamsbonnie@example.com,990-424-6757,"077 Faith Ways Apt. 387, North Markmouth, GA 76896",Fashion Lover,5,Stay Clothing,Clothing,162.05,2023-11-11
169,Rebecca Evans,awalton@example.com,771-824-8544,"9630 April Walks Suite 413, Troyside, PW 95014",Fashion Lover,34,Fire Grocery,Grocery,51.06,2024-09-28
248,Tonya Nelson,scontreras@example.net,901-114-6797,"25103 Michael Courts Suite 870, Patricialand, AR 70612",Bargain Hunter,23,Very Kitchen,Home & Kitchen,37.92,2023-11-09
263,Zachary Smith,fware@example.net,590-174-4662,"00992 Wilson Circle Apt. 148, Maxwellfurt, PR 52892",Bargain Hunter,4,Information Games,Toys & Games,11.79,2024-07-18
207,Stephen Malone,tonyareyes@example.net,251-492-2913,"4248 Grant Camp Suite 372, East Brianport, PR 17300",Bargain Hunter,27,Protect Supplies,Pet Supplies,42.95,2024-11-26
496,Gregory Smith,nicholas55@example.net,452-171-6974,"31341 Whitney Lock Apt. 638, West Ericborough, NC 52068",General Shopper,37,Building Games,Toys & Games,170.68,2024-05-27
272,Haley Ross,williamskristina@example.org,975-538-4729,"84872 Laurie Corner, West Jeffreystad, ME 85917",Fashion Lover,41,Such Clothing,Clothing,209.75,2023-09-08
379,Gregory Rodgers,wellison@example.org,228-425-8408,"89829 Haynes Fork, Lake Robertborough, HI 27057",Bargain Hunter,46,Site Games,Toys & Games,34.32,2024-03-05
391,Christopher Lewis,qwong@example.org,989-619-7665,"54315 Hailey Crescent Apt. 404, Kochtown, GU 49663",Bargain Hunter,8,Yes Beauty,Health & Beauty,20.89,2024-02-18
143,Connie Mills,tsmith@example.com,303-710-5796,"589 Danielle Heights, New Lynnmouth, LA 64013",Bargain Hunter,22,Plan Beauty,Health & Beauty,46.54,2023-03-04
135,Malik Swanson,anthonysmith@example.net,161-502-4839,"880 Burton Well Apt. 054, East Kennethside, AR 93890",General Shopper,19,Economic Games,Toys & Games,188.89,2024-10-03
123,Henry Michael,laura52@example.com,038-380-7344,"08728 Franco Mall, Port Zachary, OH 37082",Bargain Hunter,23,Very Kitchen,Home & Kitchen,18.22,2024-04-28
7,John Richard,rflowers@example.org,402-986-7785,"994 Devin Ridge, Port Albertborough, NV 73481",General Shopper,3,Compare Beauty,Health & Beauty,97.0,2023-12-12
356,Nancy Schneider,klinebrandi@example.org,249-731-0401,"409 Beasley View, North Ricky, OK 68679",Bargain Hunter,10,Despite Outdoors,Sports & Outdoors,46.98,2023-07-25
76,Kenneth Rangel,howardkatherine@example.org,846-070-6765,"95769 Elizabeth Square Apt. 301, Piercehaven, IL 75328",Tech Enthusiast,27,Protect Supplies,Pet Supplies,277.2,2024-12-22
56,Andrew Johnson MD,stephensscott@example.com,246-205-2370,"09882 Ryan Road Suite 885, East Elizabeth, UT 33410",Fashion Lover,11,Shoulder Clothing,Clothing,162.82,2024-12-29
16,Jim Proctor,allisonstephens@example.net,864-767-0125,"848 Alexa Lane Suite 528, Lake David, PR 24559",Tech Enthusiast,26,Way Electronics,Electronics,133.73,2023-08-26
